transaction_id,date,year,sender_state,receiver_state,sender_account,receiver_account,amount_inr,transaction_type,channel,risk_score,flagged
TX0001547,2024-07-14,2024,Assam,Karnataka,ACC938059,ACC567664,334409.19,Remittance,UPI,0.17,False
TX0001548,2019-10-11,2019,Tamil Nadu,Rajasthan,ACC623662,ACC191252,520588.16,Hawala-linked Transfer,Crypto Exchange,0.61,False
TX0001549,2022-12-13,2022,West Bengal,Mizoram,ACC977169,ACC411907,183565.98,Remittance,Crypto Exchange,0.28,False
TX0001550,2022-07-26,2022,Haryana,Gujarat,ACC523398,ACC404774,91888.63,Hawala-linked Transfer,Bank Transfer,0.74,True
TX0001551,2020-08-09,2020,Maharashtra,Telangana,ACC498089,ACC869547,229574.0,Trade Invoice Payment,UPI,0.28,False
TX0001552,2019-11-18,2019,Rajasthan,Mizoram,ACC696648,ACC339030,52349.7,Remittance,UPI,0.3,False
TX0001553,2024-06-02,2024,Assam,Madhya Pradesh,ACC984797,ACC367905,117200.46,Shell Company Transfer,UPI,0.66,True
TX0001554,2019-05-17,2019,Assam,Karnataka,ACC798320,ACC444202,429061.41,Shell Company Transfer,UPI,0.69,True
TX0001555,2024-10-26,2024,Jammu and Kashmir,West Bengal,ACC740137,ACC826792,240908.73,Crypto Off-ramp,Bank Transfer,0.7,True
TX0001556,2018-04-08,2018,West Bengal,Gujarat,ACC174047,ACC440191,134630.3,Trade Invoice Payment,Crypto Exchange,0.14,False
TX0001557,2021-03-02,2021,Maharashtra,Jammu and Kashmir,ACC670728,ACC638663,134033.79,Cash Deposit,UPI,0.22,False
TX0001558,2022-12-07,2022,Uttar Pradesh,Maharashtra,ACC320941,ACC651494,11772.92,Trade Invoice Payment,Bank Transfer,0.2,False
TX0001559,2021-07-18,2021,Haryana,Karnataka,ACC728661,ACC124924,56066.58,Trade Invoice Payment,Cash,0.16,False
TX0001560,2023-02-21,2023,Odisha,Madhya Pradesh,ACC300116,ACC368217,60367.5,Remittance,UPI,0.16,False
TX0001561,2020-10-20,2020,Manipur,Delhi,ACC163317,ACC387010,120710.36,Trade Invoice Payment,Hawala Network,0.19,False
TX0001562,2023-12-03,2023,Kerala,Kerala,ACC648356,ACC278703,61984.57,Trade Invoice Payment,Bank Transfer,0.05,False
TX0001563,2024-07-08,2024,Bihar,Bihar,ACC985839,ACC430960,94725.39,Trade Invoice Payment,Hawala Network,0.0,False
TX0001564,2023-07-16,2023,Telangana,Kerala,ACC695339,ACC621506,117898.09,Remittance,UPI,0.23,False
TX0001565,2018-03-15,2018,Punjab,Tamil Nadu,ACC160329,ACC433789,543670.26,Remittance,Hawala Network,0.26,False
TX0001566,2020-12-22,2020,Rajasthan,Telangana,ACC730343,ACC537159,90005.26,Trade Invoice Payment,Hawala Network,0.1,False
TX0001567,2019-03-23,2019,Assam,Haryana,ACC552801,ACC377164,30995.39,Trade Invoice Payment,Crypto Exchange,0.14,False
TX0001568,2024-09-10,2024,Bihar,Punjab,ACC675319,ACC179806,691244.45,Trade Invoice Payment,Crypto Exchange,0.28,False
TX0001569,2019-09-27,2019,Rajasthan,Assam,ACC497600,ACC952242,86194.87,Cash Deposit,Hawala Network,0.2,False
TX0001570,2024-07-05,2024,Rajasthan,Kerala,ACC386996,ACC557016,87069.85,Remittance,Hawala Network,0.11,False
TX0001571,2018-07-26,2018,Delhi,Delhi,ACC179781,ACC439621,22063.12,Remittance,Hawala Network,0.1,False
TX0001572,2022-12-06,2022,Jammu and Kashmir,West Bengal,ACC327326,ACC921375,60947.1,Crypto Off-ramp,Crypto Exchange,0.62,False
TX0001573,2024-10-08,2024,Jammu and Kashmir,Haryana,ACC918502,ACC187065,149283.02,Remittance,Hawala Network,0.21,False
TX0001574,2018-11-14,2018,Andhra Pradesh,Punjab,ACC200930,ACC683787,320343.87,Shell Company Transfer,UPI,0.56,False
TX0001575,2022-09-04,2022,Kerala,Maharashtra,ACC986150,ACC999740,62790.46,Shell Company Transfer,Cash,0.55,False
TX0001576,2020-01-25,2020,Karnataka,Assam,ACC459340,ACC969078,70707.58,Crypto Off-ramp,Hawala Network,0.7,True
TX0001577,2019-03-01,2019,Rajasthan,Assam,ACC328934,ACC340033,371021.23,Shell Company Transfer,Crypto Exchange,0.72,True
TX0001578,2018-04-06,2018,Assam,Delhi,ACC759859,ACC209646,256834.12,Trade Invoice Payment,Bank Transfer,0.15,False
TX0001579,2021-06-20,2021,Rajasthan,Haryana,ACC721604,ACC895494,188763.56,Trade Invoice Payment,Cash,0.21,False
TX0001580,2022-05-05,2022,Punjab,Uttar Pradesh,ACC872573,ACC681737,98369.09,Hawala-linked Transfer,Bank Transfer,0.57,False
TX0001581,2019-09-26,2019,Karnataka,Telangana,ACC570098,ACC357460,172878.78,Cash Deposit,Crypto Exchange,0.29,False
TX0001582,2021-05-04,2021,Bihar,West Bengal,ACC358617,ACC873610,410093.53,Trade Invoice Payment,Cash,0.12,False
TX0001583,2023-05-27,2023,Bihar,Punjab,ACC761704,ACC775498,184299.97,Cash Deposit,UPI,0.14,False
TX0001584,2018-02-24,2018,Delhi,Jammu and Kashmir,ACC696684,ACC741134,53005.78,Remittance,Crypto Exchange,0.28,False
TX0001585,2018-04-12,2018,Gujarat,Assam,ACC643438,ACC201038,87652.65,Cash Deposit,Cash,0.21,False
TX0001586,2022-09-13,2022,Madhya Pradesh,Assam,ACC585633,ACC941122,1715318.27,Crypto Off-ramp,Hawala Network,0.63,False
TX0001587,2019-08-06,2019,Mizoram,Kerala,ACC350110,ACC534173,428520.48,Remittance,Bank Transfer,0.12,False
TX0001588,2022-09-14,2022,West Bengal,Uttar Pradesh,ACC443040,ACC609299,32914.1,Remittance,Crypto Exchange,0.21,False
TX0001589,2021-05-09,2021,Jammu and Kashmir,Rajasthan,ACC844978,ACC807108,30712.89,Trade Invoice Payment,Hawala Network,0.27,False
TX0001590,2021-09-18,2021,Odisha,Telangana,ACC438809,ACC672587,212912.93,Crypto Off-ramp,Cash,0.55,False
TX0001591,2023-03-03,2023,Andhra Pradesh,Mizoram,ACC189210,ACC260531,134415.6,Trade Invoice Payment,Crypto Exchange,0.19,False
TX0001592,2021-02-06,2021,Punjab,Haryana,ACC517142,ACC480472,121046.47,Trade Invoice Payment,Cash,0.17,False
TX0001593,2020-03-27,2020,Telangana,Kerala,ACC239766,ACC204862,37179.14,Trade Invoice Payment,Crypto Exchange,0.21,False
TX0001594,2021-06-04,2021,Manipur,Andhra Pradesh,ACC625267,ACC310068,51502.7,Remittance,Hawala Network,0.23,False
TX0001595,2023-07-25,2023,Kerala,Delhi,ACC839186,ACC856255,45087.84,Trade Invoice Payment,UPI,0.2,False
TX0001596,2018-09-05,2018,Kerala,Karnataka,ACC526713,ACC163425,51782.73,Hawala-linked Transfer,UPI,0.58,False
TX0001597,2018-04-12,2018,Rajasthan,Gujarat,ACC425800,ACC817095,378545.71,Trade Invoice Payment,Cash,0.11,False
TX0001598,2020-04-12,2020,Odisha,Telangana,ACC413671,ACC599071,219170.62,Remittance,Cash,0.26,False
TX0001599,2023-08-05,2023,Delhi,Uttar Pradesh,ACC718462,ACC678815,43705.91,Cash Deposit,Cash,0.2,False
TX0001600,2021-05-21,2021,Rajasthan,Delhi,ACC969075,ACC997886,386070.14,Cash Deposit,Hawala Network,0.2,False
TX0001601,2022-04-14,2022,Haryana,Telangana,ACC571885,ACC712220,254199.69,Trade Invoice Payment,Crypto Exchange,0.28,False
TX0001602,2020-10-27,2020,Manipur,Madhya Pradesh,ACC893371,ACC974745,246301.6,Crypto Off-ramp,Crypto Exchange,0.55,False
TX0001603,2023-05-15,2023,Maharashtra,Maharashtra,ACC144398,ACC544400,115025.78,Cash Deposit,Bank Transfer,0.0,False
TX0001604,2024-04-16,2024,Punjab,Karnataka,ACC225366,ACC276187,82819.12,Hawala-linked Transfer,Hawala Network,0.69,True
TX0001605,2020-11-25,2020,Haryana,Uttar Pradesh,ACC892425,ACC342390,18129.23,Remittance,Hawala Network,0.29,False
TX0001606,2022-04-11,2022,Mizoram,Manipur,ACC310253,ACC456785,1552019.81,Trade Invoice Payment,Bank Transfer,0.16,False
TX0001607,2019-04-17,2019,Manipur,Rajasthan,ACC860087,ACC104219,109214.89,Hawala-linked Transfer,Crypto Exchange,0.68,True
TX0001608,2022-04-02,2022,Odisha,Haryana,ACC605538,ACC961172,726454.43,Shell Company Transfer,Crypto Exchange,0.66,True
TX0001609,2019-10-02,2019,Mizoram,Assam,ACC844345,ACC504645,63216.6,Trade Invoice Payment,Bank Transfer,0.28,False
TX0001610,2024-12-06,2024,Bihar,Haryana,ACC270903,ACC413984,210376.33,Trade Invoice Payment,Cash,0.28,False
TX0001611,2018-11-09,2018,Gujarat,Assam,ACC805152,ACC680661,467593.87,Crypto Off-ramp,Crypto Exchange,0.68,True
TX0001612,2020-09-19,2020,Manipur,Uttar Pradesh,ACC181366,ACC236222,76196.29,Shell Company Transfer,Crypto Exchange,0.7,True
TX0001613,2021-12-06,2021,Punjab,Manipur,ACC813715,ACC902826,163165.69,Shell Company Transfer,Bank Transfer,0.56,False
TX0001614,2018-03-14,2018,Assam,West Bengal,ACC196885,ACC240015,96154.76,Remittance,Bank Transfer,0.15,False
TX0001615,2019-05-04,2019,West Bengal,Bihar,ACC330522,ACC136801,469872.11,Trade Invoice Payment,Hawala Network,0.22,False
TX0001616,2021-01-13,2021,Karnataka,Jammu and Kashmir,ACC175632,ACC528654,279177.64,Trade Invoice Payment,Crypto Exchange,0.13,False
TX0001617,2018-03-17,2018,Odisha,Madhya Pradesh,ACC948410,ACC318201,4936.42,Remittance,Crypto Exchange,0.19,False
TX0001618,2023-12-09,2023,Mizoram,Jammu and Kashmir,ACC931413,ACC852806,88850.69,Crypto Off-ramp,Cash,0.72,True
TX0001619,2022-01-23,2022,Uttar Pradesh,Assam,ACC712564,ACC578670,39628.43,Hawala-linked Transfer,UPI,0.75,True
TX0001620,2019-08-19,2019,Madhya Pradesh,Madhya Pradesh,ACC896671,ACC577509,86849.36,Cash Deposit,Cash,0.15,False
TX0001621,2023-10-15,2023,Kerala,Manipur,ACC748794,ACC108741,164826.12,Trade Invoice Payment,UPI,0.23,False
TX0001622,2024-08-11,2024,Mizoram,Rajasthan,ACC115118,ACC170609,168114.56,Cash Deposit,Bank Transfer,0.11,False
TX0001623,2021-10-08,2021,Kerala,Bihar,ACC510658,ACC949624,124847.31,Remittance,Crypto Exchange,0.22,False
TX0001624,2024-02-04,2024,Jammu and Kashmir,Jammu and Kashmir,ACC776737,ACC791389,111281.28,Remittance,Hawala Network,0.1,False
TX0001625,2020-02-18,2020,West Bengal,Maharashtra,ACC917251,ACC753743,180047.57,Trade Invoice Payment,Hawala Network,0.18,False
TX0001626,2018-12-01,2018,Haryana,Rajasthan,ACC872789,ACC325621,232845.61,Shell Company Transfer,Hawala Network,0.67,True
TX0001627,2018-09-19,2018,Gujarat,Odisha,ACC273841,ACC213907,1260468.54,Cash Deposit,Bank Transfer,0.16,False
TX0001628,2022-09-10,2022,Haryana,Maharashtra,ACC435749,ACC749519,58711.65,Remittance,UPI,0.16,False
TX0001629,2018-09-20,2018,Delhi,Gujarat,ACC891004,ACC118981,42639.18,Hawala-linked Transfer,Cash,0.58,False
TX0001630,2023-08-24,2023,Madhya Pradesh,Mizoram,ACC557448,ACC555387,9429.98,Hawala-linked Transfer,Cash,0.57,False
TX0001631,2020-04-06,2020,Rajasthan,Uttar Pradesh,ACC169244,ACC682524,5748.25,Cash Deposit,Hawala Network,0.22,False
TX0001632,2020-05-22,2020,Punjab,Karnataka,ACC301306,ACC815424,78974.0,Remittance,Bank Transfer,0.12,False
TX0001633,2022-07-13,2022,Bihar,Gujarat,ACC724221,ACC729308,2902422.53,Shell Company Transfer,UPI,0.96,True
TX0001634,2024-03-02,2024,Bihar,Tamil Nadu,ACC744080,ACC367991,218879.51,Shell Company Transfer,UPI,0.7,True
TX0001635,2022-01-19,2022,Maharashtra,Jammu and Kashmir,ACC272196,ACC621035,359118.9,Crypto Off-ramp,UPI,0.69,True
TX0001636,2022-05-21,2022,Manipur,Bihar,ACC837261,ACC192751,29082.39,Trade Invoice Payment,Bank Transfer,0.14,False
TX0001637,2023-02-16,2023,Haryana,West Bengal,ACC430711,ACC176663,117930.21,Remittance,UPI,0.22,False
TX0001638,2022-06-14,2022,Maharashtra,Tamil Nadu,ACC558482,ACC620020,828864.49,Trade Invoice Payment,Hawala Network,0.18,False
TX0001639,2024-06-20,2024,Kerala,Bihar,ACC371358,ACC761507,169648.54,Shell Company Transfer,Cash,0.65,True
TX0001640,2021-10-26,2021,Punjab,Odisha,ACC247444,ACC152973,1625117.72,Remittance,UPI,0.12,False
TX0001641,2019-02-19,2019,Gujarat,Maharashtra,ACC793040,ACC272524,71573.2,Trade Invoice Payment,Cash,0.2,False
TX0001642,2024-11-12,2024,Manipur,Tamil Nadu,ACC971921,ACC951302,230807.38,Remittance,Crypto Exchange,0.2,False
TX0001643,2020-11-20,2020,Mizoram,Rajasthan,ACC820975,ACC153062,75436.44,Trade Invoice Payment,Crypto Exchange,0.15,False
TX0001644,2019-08-08,2019,West Bengal,Tamil Nadu,ACC349527,ACC967238,165979.42,Trade Invoice Payment,Crypto Exchange,0.16,False
TX0001645,2020-06-20,2020,Assam,Kerala,ACC459822,ACC896110,32229.26,Trade Invoice Payment,Hawala Network,0.15,False
TX0001646,2024-02-10,2024,Haryana,Assam,ACC977138,ACC675883,188250.92,Trade Invoice Payment,Cash,0.12,False
TX0001647,2023-06-10,2023,Delhi,Odisha,ACC612612,ACC232995,93312.05,Trade Invoice Payment,Hawala Network,0.16,False
TX0001648,2018-07-12,2018,Mizoram,Kerala,ACC701406,ACC634172,161557.15,Trade Invoice Payment,Cash,0.22,False
TX0001649,2020-06-23,2020,Gujarat,Andhra Pradesh,ACC281473,ACC363058,234352.7,Cash Deposit,Hawala Network,0.24,False
TX0001650,2022-04-12,2022,Mizoram,Maharashtra,ACC982786,ACC634983,109100.66,Trade Invoice Payment,Crypto Exchange,0.19,False
TX0001651,2024-04-19,2024,Uttar Pradesh,Delhi,ACC990378,ACC892116,12087.89,Cash Deposit,Crypto Exchange,0.18,False
TX0001652,2023-03-09,2023,Kerala,Punjab,ACC234674,ACC923622,343551.95,Hawala-linked Transfer,Hawala Network,0.58,False
TX0001653,2019-02-15,2019,Andhra Pradesh,Andhra Pradesh,ACC249552,ACC451458,69981.14,Trade Invoice Payment,Hawala Network,0.03,False
TX0001654,2019-07-19,2019,Assam,West Bengal,ACC608239,ACC902687,35931.24,Remittance,UPI,0.23,False
TX0001655,2022-04-12,2022,Uttar Pradesh,Punjab,ACC124844,ACC754560,54156.68,Shell Company Transfer,Hawala Network,0.56,False
TX0001656,2019-06-09,2019,Delhi,Kerala,ACC554881,ACC383720,417094.72,Trade Invoice Payment,Cash,0.24,False
TX0001657,2018-05-03,2018,Andhra Pradesh,Odisha,ACC690485,ACC915899,72504.55,Crypto Off-ramp,Hawala Network,0.75,True
TX0001658,2024-04-13,2024,Karnataka,Andhra Pradesh,ACC118089,ACC963564,82868.29,Hawala-linked Transfer,UPI,0.56,False
TX0001659,2021-05-23,2021,Assam,Gujarat,ACC163998,ACC332786,175690.46,Trade Invoice Payment,Cash,0.25,False
TX0001660,2023-05-22,2023,Mizoram,Gujarat,ACC878329,ACC818095,71892.84,Trade Invoice Payment,Cash,0.26,False
TX0001661,2021-05-19,2021,Gujarat,Haryana,ACC228690,ACC437335,90495.08,Remittance,Crypto Exchange,0.13,False
TX0001662,2018-02-24,2018,Haryana,Odisha,ACC259167,ACC328910,42284.0,Shell Company Transfer,Bank Transfer,0.7,True
TX0001663,2018-03-01,2018,Delhi,Bihar,ACC257954,ACC276383,86813.36,Crypto Off-ramp,UPI,0.66,True
TX0001664,2023-09-01,2023,Uttar Pradesh,Gujarat,ACC519304,ACC500784,251029.13,Cash Deposit,Bank Transfer,0.21,False
TX0001665,2019-05-20,2019,Karnataka,Haryana,ACC830830,ACC365266,72503.35,Remittance,Hawala Network,0.27,False
TX0001666,2023-03-24,2023,Uttar Pradesh,Jammu and Kashmir,ACC659427,ACC940283,1806097.09,Shell Company Transfer,Bank Transfer,0.73,True
TX0001667,2021-01-07,2021,Punjab,Telangana,ACC846329,ACC421009,342900.13,Trade Invoice Payment,Bank Transfer,0.24,False
TX0001668,2019-09-05,2019,West Bengal,Punjab,ACC720862,ACC266441,74054.48,Crypto Off-ramp,Hawala Network,0.61,False
TX0001669,2019-01-15,2019,Maharashtra,Delhi,ACC194500,ACC192133,42974.4,Trade Invoice Payment,Crypto Exchange,0.22,False
TX0001670,2023-04-03,2023,Manipur,Manipur,ACC949358,ACC620704,19281.92,Trade Invoice Payment,UPI,0.02,False
TX0001671,2021-03-10,2021,Mizoram,West Bengal,ACC468726,ACC366274,58324.07,Remittance,Hawala Network,0.23,False
TX0001672,2023-06-13,2023,Andhra Pradesh,Rajasthan,ACC711441,ACC849848,258197.75,Trade Invoice Payment,Cash,0.13,False
TX0001673,2019-04-11,2019,Gujarat,Andhra Pradesh,ACC836836,ACC547929,34337.1,Crypto Off-ramp,Crypto Exchange,0.68,True
TX0001674,2021-03-07,2021,Madhya Pradesh,Punjab,ACC549713,ACC591986,93242.73,Cash Deposit,Hawala Network,0.12,False
TX0001675,2020-11-03,2020,Mizoram,West Bengal,ACC349982,ACC417669,10795.22,Trade Invoice Payment,UPI,0.13,False
TX0001676,2020-03-02,2020,Telangana,Tamil Nadu,ACC228338,ACC391586,62209.76,Remittance,Hawala Network,0.26,False
TX0001677,2021-05-21,2021,Mizoram,Mizoram,ACC675807,ACC579724,14465.37,Remittance,Cash,0.05,False
TX0001678,2019-07-05,2019,Mizoram,Madhya Pradesh,ACC887869,ACC167170,63928.11,Cash Deposit,Bank Transfer,0.22,False
TX0001679,2021-10-26,2021,Andhra Pradesh,Haryana,ACC884511,ACC494954,45009.66,Cash Deposit,Bank Transfer,0.2,False
TX0001680,2022-01-13,2022,Maharashtra,Assam,ACC699050,ACC222021,116346.0,Remittance,Cash,0.14,False
TX0001681,2019-05-19,2019,Madhya Pradesh,Jammu and Kashmir,ACC800334,ACC141747,56881.72,Shell Company Transfer,Hawala Network,0.66,True
TX0001682,2021-11-21,2021,Bihar,Madhya Pradesh,ACC815436,ACC179039,32729.68,Hawala-linked Transfer,Cash,0.62,False
TX0001683,2021-01-27,2021,Jammu and Kashmir,Jammu and Kashmir,ACC356341,ACC603394,23234.01,Cash Deposit,UPI,0.19,False
TX0001684,2021-03-18,2021,Gujarat,Andhra Pradesh,ACC329830,ACC948162,95540.16,Hawala-linked Transfer,UPI,0.74,True
TX0001685,2023-10-01,2023,Tamil Nadu,Uttar Pradesh,ACC669608,ACC614968,287114.15,Cash Deposit,Crypto Exchange,0.15,False
TX0001686,2018-06-23,2018,Assam,West Bengal,ACC854408,ACC949659,130709.55,Remittance,Hawala Network,0.11,False
TX0001687,2023-08-08,2023,Delhi,Punjab,ACC118297,ACC699454,6130.84,Hawala-linked Transfer,Hawala Network,0.64,False
TX0001688,2024-08-14,2024,Assam,Bihar,ACC434585,ACC954325,104418.14,Trade Invoice Payment,Hawala Network,0.27,False
TX0001689,2018-05-18,2018,West Bengal,Karnataka,ACC622157,ACC760500,65294.03,Cash Deposit,Hawala Network,0.26,False
TX0001690,2020-09-04,2020,Delhi,Jammu and Kashmir,ACC843014,ACC188128,127749.52,Crypto Off-ramp,Hawala Network,0.69,True
TX0001691,2022-01-06,2022,Jammu and Kashmir,Telangana,ACC114466,ACC314504,29709.2,Shell Company Transfer,UPI,0.59,False
TX0001692,2021-05-05,2021,Telangana,Manipur,ACC983307,ACC871749,3849.44,Cash Deposit,UPI,0.17,False
TX0001693,2022-03-13,2022,Andhra Pradesh,Madhya Pradesh,ACC995231,ACC384500,15982.56,Trade Invoice Payment,Crypto Exchange,0.16,False
TX0001694,2024-02-27,2024,Andhra Pradesh,Rajasthan,ACC868381,ACC526424,311526.7,Cash Deposit,Bank Transfer,0.14,False
TX0001695,2021-04-06,2021,Kerala,Mizoram,ACC105218,ACC515748,224787.33,Trade Invoice Payment,UPI,0.17,False
TX0001696,2021-06-15,2021,Madhya Pradesh,Maharashtra,ACC734906,ACC158123,438932.53,Trade Invoice Payment,Hawala Network,0.16,False
TX0001697,2020-12-27,2020,Jammu and Kashmir,Tamil Nadu,ACC603588,ACC496336,399621.84,Shell Company Transfer,Crypto Exchange,0.69,True
TX0001698,2024-09-09,2024,Maharashtra,Uttar Pradesh,ACC772500,ACC197125,774195.39,Trade Invoice Payment,Hawala Network,0.26,False
TX0001699,2021-05-17,2021,Odisha,Haryana,ACC949520,ACC248969,60224.73,Remittance,UPI,0.24,False
TX0001700,2020-09-01,2020,Delhi,Punjab,ACC165175,ACC597804,378547.92,Remittance,Crypto Exchange,0.18,False
TX0001701,2021-02-12,2021,Jammu and Kashmir,Tamil Nadu,ACC795721,ACC401524,40406.38,Cash Deposit,Cash,0.27,False
TX0001702,2019-06-03,2019,Assam,Andhra Pradesh,ACC383197,ACC289807,93194.18,Shell Company Transfer,UPI,0.72,True
TX0001703,2022-08-14,2022,Haryana,Manipur,ACC776531,ACC640433,1046223.96,Remittance,Hawala Network,0.28,False
TX0001704,2022-05-26,2022,Andhra Pradesh,Karnataka,ACC187442,ACC220729,62849.38,Trade Invoice Payment,Bank Transfer,0.13,False
TX0001705,2024-02-04,2024,Manipur,Bihar,ACC152401,ACC782340,93308.82,Hawala-linked Transfer,Hawala Network,0.66,True
TX0001706,2024-08-21,2024,Rajasthan,Manipur,ACC717276,ACC914672,26566.59,Cash Deposit,UPI,0.13,False
TX0001707,2020-12-07,2020,Kerala,Tamil Nadu,ACC113239,ACC741461,245685.66,Crypto Off-ramp,Crypto Exchange,0.6,False
TX0001708,2019-02-14,2019,Telangana,Gujarat,ACC433061,ACC767767,7508.9,Trade Invoice Payment,Cash,0.19,False
TX0001709,2021-11-01,2021,Tamil Nadu,Kerala,ACC358713,ACC537453,80065.54,Remittance,Bank Transfer,0.14,False
TX0001710,2024-11-10,2024,Uttar Pradesh,Andhra Pradesh,ACC638979,ACC439707,388730.67,Trade Invoice Payment,Bank Transfer,0.26,False
TX0001711,2021-02-02,2021,Andhra Pradesh,Haryana,ACC845371,ACC800716,65550.82,Remittance,Bank Transfer,0.25,False
TX0001712,2019-06-13,2019,Gujarat,Assam,ACC787646,ACC895275,21767.86,Remittance,UPI,0.24,False
TX0001713,2021-06-22,2021,Maharashtra,Delhi,ACC787424,ACC139131,2292435.41,Trade Invoice Payment,UPI,0.45,False
TX0001714,2022-04-01,2022,Madhya Pradesh,Maharashtra,ACC474032,ACC451661,30498.32,Trade Invoice Payment,Crypto Exchange,0.14,False
TX0001715,2022-12-05,2022,Maharashtra,Rajasthan,ACC399793,ACC687289,636414.95,Trade Invoice Payment,Crypto Exchange,0.11,False
TX0001716,2018-01-23,2018,Bihar,Kerala,ACC202215,ACC169050,139969.82,Crypto Off-ramp,Cash,0.74,True
TX0001717,2022-08-21,2022,Haryana,Gujarat,ACC311255,ACC834499,45468.61,Trade Invoice Payment,Hawala Network,0.27,False
TX0001718,2023-10-08,2023,Madhya Pradesh,Madhya Pradesh,ACC483139,ACC745255,622175.08,Trade Invoice Payment,UPI,0.1,False
TX0001719,2024-02-12,2024,West Bengal,Manipur,ACC926410,ACC996457,6504.46,Trade Invoice Payment,Crypto Exchange,0.24,False
TX0001720,2024-05-27,2024,Jammu and Kashmir,Delhi,ACC372612,ACC758977,53062.39,Trade Invoice Payment,Bank Transfer,0.22,False
TX0001721,2023-11-02,2023,Karnataka,Tamil Nadu,ACC356237,ACC904841,88495.95,Trade Invoice Payment,Hawala Network,0.26,False
TX0001722,2022-11-01,2022,Assam,Manipur,ACC618100,ACC529974,1436398.94,Cash Deposit,Hawala Network,0.27,False
TX0001723,2021-11-15,2021,Jammu and Kashmir,Bihar,ACC230689,ACC805322,220527.02,Cash Deposit,Hawala Network,0.29,False
TX0001724,2023-11-26,2023,Gujarat,Gujarat,ACC931002,ACC873096,216495.25,Trade Invoice Payment,UPI,0.11,False
TX0001725,2018-07-14,2018,Assam,Tamil Nadu,ACC707267,ACC120353,160176.07,Hawala-linked Transfer,Crypto Exchange,0.6,False
TX0001726,2019-01-01,2019,Kerala,West Bengal,ACC549268,ACC174289,566705.45,Hawala-linked Transfer,Bank Transfer,0.69,True
TX0001727,2021-01-06,2021,Haryana,Tamil Nadu,ACC708660,ACC447812,112897.24,Cash Deposit,Crypto Exchange,0.18,False
TX0001728,2021-04-25,2021,Haryana,Kerala,ACC871753,ACC435961,210634.33,Trade Invoice Payment,Bank Transfer,0.11,False
TX0001729,2020-07-17,2020,Telangana,Bihar,ACC395098,ACC648982,120123.34,Trade Invoice Payment,Cash,0.22,False
